CustomerID,Name,LastName,SpendPower,GroceryPref
1,William,Reyes,1.2858634940803486,0.18140946701136784
2,Jason,Hernandez,5.833141769507879,0.6041740449882175
3,Susan,Martinez,1.599979661255035,0.3114230905709082
4,Tristan,Grimes,1.250616631052112,0.3726396978798687
5,Daniel,Gilbert,2.995332897982282,0.32979372785036026
6,Jonathan,Tran,1.0756254640191167,0.7598675834240296
7,Dylan,Bell,1.170791233837408,0.15020078135109247
8,Chad,Williams,1.2126226126625193,0.68731072194183
9,Patrick,Cook,1.097977407441671,0.28483050717069486
10,Nicholas,Stanley,6.918731601578942,0.733770141262614
11,Anthony,Norman,1.7093101760418599,0.3437744726458245
12,Andrew,Edwards,10.895936740202174,0.05635522465200127
13,Phillip,Anderson,1.3377275098877188,0.5163877942292158
14,James,Mooney,1.1387241577898324,0.13650947517390838
15,Jennifer,Morales,1.4243189343905631,0.5335547774741177
16,Sarah,Elliott,2.2378039880722302,0.28389873871938665
17,Steven,Cox,5.317703351167488,0.2137993262503349
18,George,Logan,1.243227104330568,0.12350408997802556
19,Diana,Kelly,2.1353267735800197,0.08653674970942814
20,Christopher,Branch,15.460830361973654,0.09000258099801181
21,Robert,Fox,1.465602515667889,0.07618066647536004
22,Richard,Ball,2.168561104111665,0.06860520691786398
23,Beverly,Torres,1.9167191269170447,0.362662388427054
24,Michelle,Tyler,2.217706818074144,0.30448697749401027
25,William,Stewart,2.507384560176515,0.1902208766225277
26,Robert,Munoz,1.273137054171514,0.1650353165790083
27,Daniel,White,1.475025491223824,0.31456589802573287
28,Robert,Rodriguez,2.4297137018972745,0.36115390210262543
29,Paul,Lane,1.0675431440923104,0.379788682947804
30,Heather,Kennedy,15.707170101190917,0.4099398958838785
31,Jack,Noble,1.770916653958692,0.5003019081109231
32,Lauren,Smith,2.1721013700382086,0.4394909342718833
33,Gavin,Schaefer,1.1789817708541475,0.5438525438988209
34,Alexandra,Donaldson,5.275441611550934,0.14398957796080752
35,Edward,Byrd,1.7258056855513484,0.25954835818235666
36,Renee,Osborne,4.409999895377658,0.31400390184685956
37,Tammy,Allen,3.7355639620500307,0.2171901542008926
38,Jason,Dalton,1.1999701748067944,0.40479927407641014
39,Ruben,Woods,4.437619865913975,0.12802329274868365
40,Jeffrey,Morris,1.1740887995915454,0.30151638723559826
41,Marc,Perry,3.296100156305194,0.1534107348824005
42,Sean,Reyes,1.5404738166580714,0.17274418739523317
43,Rachael,Lee,2.4216044955772023,0.5310981339211293
44,Jennifer,Hunt,1.5577209608972975,0.1863695491029896
45,Shawn,Vaughn,3.4001897594057944,0.6596389740891313
46,Frank,Davis,1.8175393052356328,0.4517036341349287
47,Manuel,Aguilar,1.1430587948298807,0.22655060091858756
48,John,Neal,4.1021529293569206,0.2452951613187619
49,Ronald,Oneill,1.52750891883365,0.1445247062906843
50,Nicolas,Moses,1.9105733924794168,0.3567049940906929
51,Andrew,Ray,1.5174551723120122,0.18680319635269088
52,Timothy,Warren,2.3273815858487135,0.21532162532106794
53,Jeffrey,Macias,1.2037745168122271,0.376605931026925
54,Michael,Tucker,2.887813982594086,0.3567340470986589
55,Eugene,Rodriguez,1.048785703331311,0.31469511332737643
56,Taylor,Boyle,4.397917575241428,0.4493678708075965
57,Donna,Kelly,2.0152701400414954,0.29169244655985593
58,Joshua,Cortez,3.2052301483290018,0.48682122597464794
59,Ellen,Gray,1.243600855731181,0.28629810147958085
60,Deborah,Huff,1.314400171287336,0.33459618925717544
61,Jim,Cook,1.2204920073083687,0.11995430832423364
62,Jacob,Porter,1.6235981906726327,0.20049528352080756
63,Julia,Nichols,1.201105175102043,0.338549513811415
64,Teresa,Griffin,1.261518122095269,0.23612102195857707
65,Katelyn,Ruiz,1.711728261923782,0.24178862478608304
66,Larry,Bates,1.4964763435366175,0.17892860543521813
67,Joshua,Vasquez,2.473112987248492,0.2384879822158366
68,Andrew,Little,2.590856824235423,0.2548031743292955
69,Alexandria,Medina,1.3477589119197486,0.39029560988902684
70,Maria,Travis,1.0380866657051582,0.19496023087465408
71,Dana,Stevenson,1.0748271736790442,0.03936474439451739
72,Marcus,Barrera,9.435555890189963,0.36699556236047437
73,Paul,Murphy,1.5701691815406509,0.5341156398996929
74,Brian,Burns,7.283397971702846,0.10414975232175958
75,Kimberly,Hughes,1.830220191316484,0.4427635720573713
76,Thomas,Kent,1.2652468275370556,0.3564176155317394
77,Roberto,Collins,8.5654155121875,0.10334914228785887
78,Lori,Petty,1.0580724161028026,0.3268460937652752
79,Jesse,Nelson,2.180245811586313,0.39632378598888296
80,Blake,Herrera,3.701994845174998,0.14310349496509195
81,Tammy,Bowen,1.8113215239131475,0.22899962558543713
82,Kristin,Taylor,1.1076984625652335,0.08084471011909342
83,Emily,Wallace,5.440286098049021,0.37251258967443374
84,Scott,Stewart,1.2359768679186485,0.3206517779196749
85,Brendan,Harris,2.420995482176594,0.5022234472675218
86,Leslie,Cooper,3.718081309043507,0.28181519588895076
87,Brandon,Johnson,1.7725213117167116,0.42827440575360365
88,Jeremiah,Martin,1.4647209547712279,0.551188585885101
89,Tyler,Gomez,1.2945286273089422,0.14211967556541089
90,Julia,Hopkins,2.063268847300698,0.37384921130487875
91,Stephanie,James,2.6837376930285495,0.949601829664843
92,William,Bennett,1.5117004870632393,0.07356252910561213
93,Trevor,Herrera,1.4754747628162457,0.1599363178004062
94,Steven,Rios,4.12980059630404,0.28299370802964036
95,Stephen,Long,2.281311518209192,0.4343535247488909
96,Erik,Santos,1.2586970668772672,0.45945558505525325
97,Juan,Ruiz,1.5020565464698403,0.1333660136321832
98,Maxwell,Walker,1.1027944454857417,0.06393282071205766
99,Wendy,Fitzpatrick,1.0017138371257903,0.4372588368735016
100,Jeanne,Rose,3.8048445313234702,0.3650391616607591
101,Mary,Patterson,1.371215155891642,0.3031878241493045
102,Seth,Peterson,1.5326625376574243,0.6220668147503077
103,Jennifer,Ford,1.0725369471045911,0.09945753471626108
104,Jessica,Hill,1.917071821506728,0.34002572792959945
105,Melissa,Jones,1.6628056447849628,0.46216734836720214
106,Walter,Hall,1.2534131809539841,0.1510653092644996
107,Lisa,King,1.1289706002568063,0.28971236143039636
108,Morgan,Pennington,1.2052054621239232,0.4193579569028402
109,Susan,Molina,1.8717444402056131,0.2756716671133289
110,Daniel,Hernandez,1.1926057638961036,0.34785398495428965
111,William,Booker,1.5178699640929798,0.43513069037500807
112,Sharon,Johnson,18.718100433330193,0.1842773086358483
113,Sean,Middleton,1.271003826728512,0.15432597431741887
114,Michael,Hayes,2.2278754372128247,0.0614773396330294
115,Christopher,Riggs,3.8012118036972233,0.3003971804628153
116,William,Johnson,3.295413014627036,0.2870393320636887
117,Angela,Johnson,1.2120891449025115,0.4187407929093501
118,Hunter,Curry,1.070518225477008,0.45446576678752587
119,Jose,Davila,4.965657975851119,0.3569763931026287
120,Anthony,Guerrero,4.031465990624361,0.34533531948325286
121,Janet,Phillips,5.134512564154975,0.7805416593211956
122,David,Hunter,2.9660126153832174,0.23325308657944355
123,Mark,Hernandez,2.1212543933814407,0.2857985328509659
124,Kyle,Rasmussen,1.0651287779466416,0.45018116853817663
125,Julie,Ferguson,2.5132222969229656,0.18158312782263544
126,Kristen,Smith,2.114781599150695,0.2832719991828328
127,Billy,Franklin,1.9594100830113286,0.2672694760942734
128,Jeffrey,Murray,1.0314216619645573,0.1413368703455603
129,Wendy,Davis,1.6721992302109812,0.26588765756954874
130,Gregory,Hogan,2.3739237221622647,0.4836673744715229
131,Elizabeth,Hawkins,1.480173844370014,0.09897450375949121
132,Luke,Collins,1.0425196438179787,0.40529073703198815
133,Tara,Lamb,1.9741984199554004,0.1698338604789534
134,Jennifer,Parsons,3.2562967385211983,0.24544366194486122
135,Andrea,Green,2.698155318615529,0.6056796468563742
136,Erin,Miller,18.59344158207113,0.5474660792813544
137,Ian,Vasquez,1.0988065071871578,0.23766615227755142
138,Jonathan,Sexton,1.228249449779507,0.26287973117687446
139,Kevin,Barrera,1.4865687655221747,0.2793988128572888
140,Austin,Baldwin,1.8899045403240642,0.4071385503290553
141,Kristen,Clements,1.9883719073820656,0.03471249034728824
142,Shane,Jarvis,1.0791397942705745,0.62037320898624
143,Emily,Bailey,1.9206697013111225,0.42299889979334204
144,Cynthia,Townsend,1.2623077966759724,0.28451868852733947
145,Rhonda,Myers,1.706286754475954,0.5443658353263041
146,Courtney,Jones,7.743571766476148,0.6522851793688221
147,Robin,Gomez,1.4578231422954548,0.6553641480822369
148,Jessica,Thornton,8.100363299182623,0.3980340613562773
149,Linda,Webb,6.607999444330053,0.5569998275150334
150,Raymond,Nguyen,1.2836994214286264,0.21463577069056256
151,Daniel,Luna,3.4999321317717955,0.4308120021379561
152,Natalie,Williams,1.18640293198175,0.21261976427676502
153,Anthony,Gonzalez,2.1153895101704627,0.3081889508148633
154,William,Lee,1.0197801481927495,0.33440864578055945
155,James,Brown,2.04218450113767,0.09652882328844861
156,Jason,Davis,1.4962947003470903,0.20030082730843088
157,Steven,Johnson,1.830513076778878,0.12183514153439924
158,Rebekah,Hunter,1.4283206587151445,0.23203120725518833
159,Wanda,Obrien,2.1295707474957575,0.4575254517404439
160,Charles,Martinez,16.048418589226937,0.05831463257718702
161,Jeremy,Soto,1.0889461426575284,0.5055092439911391
162,Seth,Baldwin,1.1904591119226196,0.4182815492469959
163,James,Hancock,2.4677428995356627,0.5232293995001482
164,Joshua,Crawford,1.4534054346975835,0.35955218573426173
165,Matthew,Jones,9.565761603047164,0.1764594328476069
166,Nicholas,Moore,1.3491266005678277,0.32250066148697193
167,William,Garcia,1.056126624905246,0.7072316666351838
168,Daniel,Holt,1.0543972207344552,0.540081139851218
169,Lindsay,Wiggins,1.334180838327005,0.21385416692350412
170,Travis,Williams,1.11694868175082,0.28952123831032395
171,Christopher,Bush,4.15779920222399,0.48148130705857145
172,Kimberly,Ross,1.28831302424394,0.26185590858769503
173,Marissa,Harris,1.8161362414277011,0.2713718040059633
174,Katie,Hernandez,1.3589184184710357,0.20387184086180848
175,Candice,Maynard,1.7839977730398577,0.06774273053069071
176,Katherine,Ingram,1.8575458654275454,0.3509327092465189
177,Martha,Taylor,3.356440903612,0.4454020469301492
178,Felicia,Fisher,1.3520169644024687,0.7528009505639042
179,Benjamin,Ortega,1.3120980049542579,0.2832717272841901
180,Samantha,Meadows,3.567069571280271,0.12458255489206391
181,Sierra,Arnold,1.280947100023068,0.5990945536138831
182,Robert,Garcia,1.0607923336042608,0.42894394208005787
183,James,Kaiser,2.2455921091796545,0.6691094206674224
184,Katie,Newton,1.012341375092143,0.2869235901066506
185,Cynthia,Smith,1.1527301034242186,0.23048455721510563
186,Ryan,Erickson,2.4463111052491877,0.20227456996298523
187,Kristen,Lopez,1.8336104504339212,0.12099511012271104
188,Sharon,Barajas,4.725638432695736,0.19237365785694163
189,Sandra,Wright,1.1944883905940704,0.1359487011299428
190,Jason,Shelton,1.1546466937108821,0.4570539384486208
191,Sergio,Burke,2.728515949293972,0.4836455145777886
192,Sarah,Alvarez,1.8564732089799312,0.3182003712895717
193,Joshua,Washington,1.0601408023669154,0.15850723247912052
194,Amanda,Daniels,1.0662313539188457,0.6485922126269786
195,Ronald,Montgomery,1.3664674766994216,0.37935867393797806
196,Jorge,Vasquez,1.0720380134972542,0.6235201694747248
197,Devin,Mcguire,5.2722971917721155,0.2332412685378571
198,Nathaniel,Smith,1.8906952377270367,0.21054346173825428
199,Denise,Cox,1.1982847119023943,0.11413456451293007
200,Paul,Herrera,1.0441927877862753,0.5487241475510889
201,Jessica,Vargas,1.7691841722799124,0.4354675321070852
202,Elijah,Miller,2.0865497789614103,0.24388001894818406
203,Bernard,Norman,1.0137901484778031,0.20280910282066283
204,Wayne,Monroe,1.047737767004417,0.3682438164704858
205,Denise,Castillo,2.5657451543286256,0.17941724909695683
